ticker,year
adil,2022
adm,2022
adma,2022
admp,2022
adn,2022
adoc,2022
adp,2022
adpt,2022
adsk,2022
adtn,2022
adtx,2022
adus,2022
adv,2022
advm,2022
aee,2022
aehl,2022
aehr,2022
aei,2022
aeis,2022
aemd,2022
aep,2022
aeri,2022
aes,2022
aese,2022
aey,2022
aeye,2022
afaq,2022
afbi,2022
afcg,2022
afib,2022
afl,2022
afmd,2022
afrm,2022
afya,2022
agen,2022
agfs,2022
agfy,2022
agil,2022
agio,2022
agle,2022
agmh,2022
agnc,2022
agri,2022
agrx,2022
agtc,2022
agys,2022
ahco,2022
ahpi,2022
aib,2022
aig,2022
aih,2022
aihs,2022
aiki,2022
aimc,2022
aip,2022
airg,2022
airs,2022
airt,2022
aiz,2022
ajg,2022
akam,2022
akba,2022
akic,2022
akro,2022
akts,2022
aktx,2022
aku,2022
akus,2022
akya,2022
alb,2022
albo,2022
alco,2022
aldx,2022
alec,2022
alf,2022
algm,2022
algn,2022
algs,2022
algt,2022
alhc,2022
alim,2022
alk,2022
alks,2022
alkt,2022
all,2022
alle,2022
allk,2022
allo,2022
allt,2022
alny,2022
amat,2022
amd,2022
ame,2022
amgn,2022
amp,2022
amt,2022
amzn,2022
anet,2022
anss,2022
aon,2022
aos,2022
apa,2022
apd,2022
aph,2022
aptv,2022
are,2022
ato,2022
atvi,2022
avb,2022
avgo,2022
avy,2022
awk,2022
axp,2022
azo,2022
ba,2022
bac,2022
bax,2022
bbwi,2022
bby,2022
bdx,2022
ben,2022
biib,2022
bio,2022
bk,2022
bkng,2022
bmy,2022
br,2022
bro,2022
bsx,2022
bwa,2022
bx,2022
bxp,2022
c,2022
cag,2022
cah,2022
carr,2022
cat,2022
cbre,2022
cci,2022
ccl,2022
cday,2022
cdns,2022
cdw,2022
ce,2022
cf,2022
cfg,2022
chd,2022
chrw,2022
chtr,2022
ci,2022
cinf,2022
cl,2022
clro,2022
clsd,2022
clsk,2022
clsn,2022
clst,2022
clvr,2022
clvs,2022
clwt,2022
clx,2022
clxt,2022
cma,2022
cmbm,2022
cmc,2022
cmcm,2022
cmco,2022
cmcsa,2022
cme,2022
cmg,2022
cmi,2022
cmp,2022
cmre,2022
cms,2022
cna,2022
cnc,2022
cnd,2022
cnf,2022
cnk,2022
cnmd,2022
cnne,2022
cno,2022
cnp,2022
cof,2022
coo,2022
cop,2022
cost,2022
cpb,2022
cprt,2022
crl,2022
crm,2022
csco,2022
csx,2022
ctas,2022
ctlt,2022
ctra,2022
ctsh,2022
ctva,2022
ctxs,2022
cvs,2022
cvx,2022
czr,2022
d,2022
dal,2022
dd,2022
de,2022
dell,2022
dfs,2022
dg,2022
dgx,2022
dhi,2022
dhr,2022
dis,2022
dish,2022
dlr,2022
dltr,2022
dov,2022
dow,2022
dpz,2022
dre,2022
dri,2022
dte,2022
duk,2022
dva,2022
dvn,2022
dxc,2022
dxcm,2022
ea,2022
ebay,2022
ecl,2022
ed,2022
efx,2022
eix,2022
el,2022
emn,2022
emr,2022
enph,2022
eog,2022
eqix,2022
eqr,2022
es,2022
ess,2022
etn,2022
etr,2022
etsy,2022
evk,2022
evrg,2022
ew,2022
exc,2022
expd,2022
expe,2022
exr,2022
f,2022
fang,2022
fast,2022
fbhs,2022
fcx,2022
fdx,2022
fe,2022
ffiv,2022
fis,2022
fisv,2022
fitb,2022
flt,2022
fmc,2022
fn,2022
foxa,2022
frc,2022
frt,2022
ftnt,2022
ftv,2022
gd,2022
ge,2022
gild,2022
gis,2022
gl,2022
glw,2022
gm,2022
gnrc,2022
googl,2022
gpc,2022
gpn,2022
gps,2022
grmn,2022
gs,2022
gure,2022
gva,2022
gvp,2022
gwre,2022
gwrs,2022
gww,2022
gyro,2022
h,2022
ha,2022
haac,2022
hae,2022
hafc,2022
hain,2022
hall,2022
halo,2022
happ,2022
harp,2022
has,2022
hasi,2022
hayn,2022
hayw,2022
hban,2022
hbb,2022
hbcp,2022
hbi,2022
hbio,2022
hbnc,2022
hbt,2022
hca,2022
hcar,2022
hcat,2022
hcc,2022
hcci,2022
hcdi,2022
hci,2022
hd,2022
he,2022
hei,2022
hep,2022
hes,2022
hesm,2022
hgv,2022
hhc,2022
hi,2022
hig,2022
hii,2022
hlt,2022
holx,2022
hon,2022
hpe,2022
hpq,2022
hrl,2022
hsic,2022
hst,2022
hsy,2022
hubs,2022
hum,2022
hwm,2022
it,2022
jnj,2022
jpm,2022
kmx,2022
ko,2022
l,2022
ldos,2022
leg,2022
len,2022
lin,2022
lkq,2022
lly,2022
lmt,2022
lnc,2022
lnt,2022
low,2022
lrcx,2022
lumn,2022
luv,2022
lvs,2022
lw,2022
lyb,2022
lyv,2022
ma,2022
maa,2022
mar,2022
mas,2022
mcd,2022
mchp,2022
mck,2022
mco,2022
mdlz,2022
mdt,2022
met,2022
meta,2022
mgm,2022
mhk,2022
mkc,2022
mktx,2022
mlm,2022
mmc,2022
mmm,2022
mnst,2022
mo,2022
mos,2022
mpc,2022
mpwr,2022
mrk,2022
mrna,2022
mro,2022
ms,2022
msci,2022
msft,2022
msi,2022
mtb,2022
mtc,2022
mtch,2022
mtcr,2022
mtd,2022
mtem,2022
mtex,2022
mtls,2022
mtrx,2022
mtsi,2022
mttr,2022
mu,2022
mvbf,2022
mvis,2022
mvst,2022
mxct,2022
mxl,2022
myfw,2022
mygn,2022
mymd,2022
myps,2022
nclh,2022
ndaq,2022
nee,2022
nem,2022
ni,2022
nke,2022
nlok,2022
nlsn,2022
noc,2022
now,2022
nrg,2022
nsc,2022
ntap,2022
ntrs,2022
nue,2022
nvda,2022
nvr,2022
nwl,2022
nwsa,2022
nxpi,2022
o,2022
odfl,2022
ogn,2022
oke,2022
omc,2022
orcl,2022
orly,2022
oxy,2022
payc,2022
payx,2022
pcar,2022
peak,2022
peg,2022
penn,2022
pep,2022
pfe,2022
pfg,2022
pg,2022
pgr,2022
ph,2022
phm,2022
pkg,2022
pki,2022
pld,2022
plxs,2022
plya,2022
pm,2022
pmcb,2022
pnbk,2022
pnc,2022
pnfp,2022
pnr,2022
pnrg,2022
pnt,2022
pntg,2022
pnw,2022
poai,2022
podd,2022
pola,2022
pool,2022
pow,2022
powi,2022
powl,2022
poww,2022
ppbi,2022
ppc,2022
ppg,2022
ppih,2022
ppl,2022
ppsi,2022
praa,2022
prax,2022
prch,2022
prct,2022
prdo,2022
pre,2022
pru,2022
psa,2022
psx,2022
ptc,2022
pvh,2022
pwr,2022
pxd,2022
pypl,2022
qcom,2022
qrvo,2022
rcl,2022
re,2022
reg,2022
regn,2022
rf,2022
rhi,2022
rjf,2022
rl,2022
rmd,2022
rok,2022
rol,2022
rop,2022
rost,2022
rsg,2022
rtx,2022
sbac,2022
sbux,2022
schw,2022
see,2022
ship,2022
shls,2022
shoo,2022
shw,2022
shyf,2022
sibn,2022
sieb,2022
sien,2022
siri,2022
sisi,2022
sitm,2022
sivb,2022
sj,2022
sna,2022
snps,2022
so,2022
spg,2022
spgi,2022
spot,2022
spr,2022
sre,2022
ste,2022
stt,2022
stx,2022
stz,2022
swk,2022
swks,2022
syf,2022
syk,2022
syy,2022
t,2022
tdg,2022
tdy,2022
tech,2022
tel,2022
ter,2022
tfc,2022
tfx,2022
tgt,2022
tjx,2022
tmo,2022
tmus,2022
tpr,2022
trmb,2022
trow,2022
trox,2022
trtn,2022
trtx,2022
tru,2022
trv,2022
tsco,2022
tsla,2022
tsn,2022
tt,2022
ttwo,2022
txn,2022
txt,2022
tyl,2022
ual,2022
udr,2022
uhs,2022
ulta,2022
unh,2022
unp,2022
ups,2022
upwk,2022
urbn,2022
urgn,2022
uri,2022
usak,2022
usap,2022
usau,2022
usb,2022
useg,2022
usio,2022
uslm,2022
uthr,2022
utmd,2022
utme,2022
utrs,2022
utsi,2022
uvsp,2022
uxin,2022
v,2022
vfc,2022
vlo,2022
vmc,2022
vno,2022
vrsk,2022
vrsn,2022
vrtx,2022
vtr,2022
vtrs,2022
wab,2022
wat,2022
wba,2022
wdc,2022
wec,2022
well,2022
wfc,2022
whr,2022
wm,2022
wmb,2022
wmt,2022
wrb,2022
wrk,2022
wst,2022
wts,2022
wu,2022
wwe,2022
www,2022
wy,2022
wynn,2022
x,2022
xel,2022
xhr,2022
xin,2022
xl,2022
xom,2022
xpev,2022
xpo,2022
xray,2022
xyf,2022
xyl,2022
y,2022
yala,2022
yelp,2022
yeti,2022
yext,2022
you,2022
yrd,2022
ysg,2022
yum,2022
yumc,2022
zbh,2022
zbra,2022
zen,2022
zepp,2022
zev,2022
zim,2022
zion,2022
zts,2022
zuo,2022
zws,2022
zyme,2022
